Inserted 100000 prefixes into trie
match rule 69841, reject
match rule 9769, reject
match rule 75803, permit
match rule 46623, permit
match rule 12997, permit
match rule 59556, reject
match rule 81162, permit
match rule 18591, permit
match rule 25495, permit
match rule 19564, reject
match rule 25264, permit
match rule 2445, permit
match rule 71568, permit
match rule 51496, permit
match rule 44017, permit
match rule 73569, permit
match rule 16376, reject
match rule 63479, reject
match rule 47039, permit
match rule 57147, reject
match rule 31622, permit
match rule 51739, permit
match rule 55850, reject
match rule 28908, reject
match rule 51164, permit
match rule 33645, permit
match rule 1225, reject
match rule 11213, reject
match rule 26710, reject
match rule 19311, permit
match rule 51024, permit
match rule 12289, permit
match rule 42668, reject
match rule 75641, permit
match rule 87521, reject
match rule 20000, permit
match rule 66527, reject
match rule 51713, permit
match rule 49927, permit
match rule 68514, permit
match rule 53556, reject
match rule 16739, permit
match rule 42664, permit
match rule 56326, permit
match rule 53655, reject
match rule 5252, permit
match rule 29320, permit
match rule 54444, permit
match rule 89118, reject
match rule 42577, permit
match rule 7593, reject
match rule 24404, permit
match rule 57251, reject
match rule 60209, permit
match rule 69361, permit
match rule 63343, reject
match rule 18393, reject
match rule 38942, permit
match rule 50600, reject
match rule 50689, reject
match rule 51745, permit
match rule 83169, reject
match rule 41479, reject
match rule 3261, reject
match rule 1079, permit
match rule 7849, permit
match rule 71056, permit
match rule 50891, reject
match rule 48809, permit
match rule 59479, reject
match rule 36004, reject
match rule 58295, reject
match rule 34696, reject
match rule 55780, permit
match rule 77134, permit
match rule 33286, reject
match rule 29632, reject
match rule 36266, permit
match rule 19465, reject
match rule 24699, reject
match rule 7332, permit
match rule 9639, permit
match rule 24797, permit
match rule 451, permit
match rule 33541, permit
match rule 61056, permit
match rule 2196, permit
match rule 35445, reject
match rule 68496, permit
match rule 2796, permit
match rule 5287, permit
match rule 2146, permit
match rule 7127, reject
match rule 22489, permit
match rule 56680, reject
match rule 86677, permit
match rule 39859, reject
match rule 61611, reject
match rule 17195, permit
match rule 44259, reject
match rule 12289, permit
match rule 64520, reject
match rule 16289, reject
match rule 81053, reject
match rule 14301, permit
match rule 17188, permit
match rule 29500, permit
match rule 11519, permit
match rule 23244, reject
match rule 13433, permit
match rule 71310, reject
match rule 54173, permit
match rule 5388, reject
match rule 22221, permit
match rule 50551, reject
match rule 71568, permit
match rule 6995, permit
match rule 27160, reject
match rule 2061, permit
match rule 1478, permit
match rule 41573, reject
match rule 1755, reject
match rule 19243, reject
match rule 29279, permit
match rule 2536, permit
match rule 63571, reject
match rule 1464, permit
match rule 17147, permit
match rule 44495, reject
match rule 30177, reject
match rule 12578, reject
match rule 37580, reject
match rule 55293, permit
match rule 37905, permit
match rule 93984, permit
match rule 62461, permit
match rule 15382, permit
match rule 25413, reject
match rule 38547, reject
match rule 1488, permit
match rule 44722, reject
match rule 62867, permit
match rule 46497, permit
match rule 39943, reject
match rule 67619, reject
match rule 17048, permit
match rule 1681, reject
match rule 72959, reject
match rule 37608, permit
match rule 4916, reject
match rule 40915, reject
match rule 90627, reject
match rule 18083, reject
match rule 8105, permit
match rule 17945, permit
match rule 40799, permit
match rule 38983, reject
match rule 3593, permit
match rule 76988, permit
match rule 13275, reject
match rule 42831, reject
match rule 43137, reject
match rule 81573, reject
match rule 31321, reject
match rule 33965, permit
match rule 11104, permit
match rule 75641, permit
match rule 42292, permit
match rule 82282, permit
match rule 28588, permit
match rule 24207, permit
match rule 32280, reject
match rule 27427, reject
match rule 63714, permit
match rule 1039, permit
match rule 48098, reject
match rule 15714, reject
match rule 47735, permit
match rule 43862, reject
match rule 72664, reject
match rule 38741, reject
match rule 80763, reject
match rule 22654, permit
match rule 85603, reject
match rule 88362, reject
match rule 5862, permit
match rule 41743, permit
match rule 89711, reject
match rule 87179, permit
match rule 11722, permit
match rule 4472, permit
match rule 5921, reject
match rule 32996, reject
match rule 8528, permit
match rule 14223, reject
match rule 58841, reject
match rule 63163, reject
match rule 68783, reject
match rule 87689, permit
match rule 24182, reject
match rule 55789, permit
match rule 2877, reject
match rule 8300, reject
match rule 26425, reject
match rule 39673, permit
match rule 24287, reject
match rule 17488, permit
match rule 16705, reject
match rule 2939, reject
match rule 172, permit
match rule 23284, reject
match rule 8269, reject
match rule 11446, reject
match rule 4356, permit
match rule 45320, permit
match rule 22071, reject
match rule 17897, reject
match rule 37350, reject
match rule 46481, permit
match rule 46591, permit
match rule 40396, permit
match rule 24503, permit
match rule 5376, reject
match rule 56680, reject
match rule 641, reject
match rule 2605, permit
match rule 53835, reject
match rule 87350, permit
match rule 69590, permit
match rule 50699, permit
match rule 34601, reject
match rule 60209, permit
match rule 44442, permit
match rule 1850, permit
match rule 22498, reject
match rule 22221, permit
match rule 48573, reject
match rule 79038, permit
match rule 19507, reject
match rule 14223, reject
match rule 53266, reject
match rule 36406, permit
match rule 25816, permit
match rule 45962, permit
match rule 40635, permit
match rule 39949, permit
match rule 35655, reject
match rule 26425, reject
match rule 10226, permit
match rule 48847, permit
match rule 2821, permit
match rule 13892, reject
match rule 9751, permit
match rule 42833, permit
match rule 26283, permit
match rule 43624, permit
match rule 8062, permit
match rule 63254, permit
match rule 49245, reject
match rule 54025, permit
match rule 44684, permit
match rule 50614, reject
match rule 43497, permit
match rule 57864, reject
match rule 767, reject
match rule 73751, permit
match rule 42991, reject
match rule 53556, reject
match rule 19314, permit
match rule 15860, permit
match rule 8353, permit
match rule 81378, reject
match rule 57858, reject
match rule 37919, reject
match rule 23070, permit
match rule 1643, reject
match rule 35148, permit
match rule 59556, reject
match rule 17477, permit
match rule 34006, permit
match rule 19055, reject
match rule 50454, permit
match rule 14648, reject
match rule 23141, permit
match rule 46331, reject
match rule 8671, permit
match rule 44331, permit
match rule 53002, permit
match rule 46286, reject
match rule 1180, permit
match rule 15828, reject
match rule 6995, permit
match rule 49506, reject
match rule 24272, permit
match rule 41229, permit
match rule 41102, permit
match rule 45376, permit
match rule 28434, reject
match rule 7411, permit
match rule 4443, permit
match rule 27340, reject
match rule 7822, permit
match rule 3060, reject
match rule 90416, permit
match rule 28402, permit
match rule 7907, reject
match rule 42833, permit
match rule 39943, reject
match rule 55692, reject
match rule 27272, reject
match rule 23070, permit
match rule 65541, permit
match rule 11107, permit
match rule 56749, reject
match rule 7364, reject
match rule 54239, reject
match rule 9337, reject
match rule 9989, reject
match rule 15289, reject
match rule 79460, reject
match rule 20488, reject
match rule 784, reject
match rule 35948, permit
match rule 56554, reject
match rule 45384, permit
match rule 29107, permit
match rule 32212, reject
match rule 74164, permit
match rule 76696, reject
match rule 52754, permit
match rule 4289, permit
match rule 21406, permit
match rule 81168, permit
match rule 79090, permit
match rule 74367, reject
match rule 39110, reject
match rule 34438, permit
match rule 39766, reject
match rule 63808, reject
match rule 55457, permit
match rule 13382, reject
match rule 1225, reject
match rule 27831, reject
match rule 49085, permit
match rule 3570, permit
match rule 86578, reject
match rule 66571, permit
match rule 40799, permit
match rule 63803, reject
match rule 15307, permit
match rule 52243, reject
match rule 42292, permit
match rule 2207, reject
match rule 40033, permit
match rule 3956, reject
match rule 64187, reject
match rule 38355, permit
match rule 16324, permit
match rule 8528, permit
match rule 25540, permit
match rule 82663, permit
match rule 79980, reject
match rule 25748, permit
match rule 65781, permit
match rule 7915, permit
match rule 3695, reject
match rule 3962, permit
match rule 22429, reject
match rule 71882, permit
match rule 40948, permit
match rule 56010, reject
match rule 23825, reject
match rule 27476, permit
match rule 32114, permit
match rule 65949, permit
match rule 76927, reject
match rule 25939, reject
match rule 14530, permit
match rule 54138, permit
match rule 43871, reject
match rule 32544, permit
match rule 39453, reject
match rule 36778, reject
match rule 66281, permit
match rule 58968, permit
match rule 75378, permit
match rule 66318, permit
match rule 22123, reject
match rule 10706, reject
match rule 63239, permit
match rule 46130, reject
match rule 65502, permit
match rule 27054, reject
match rule 17537, reject
match rule 80386, permit
match rule 48715, reject
match rule 32832, permit
match rule 21232, permit
match rule 44722, reject
match rule 73073, reject
match rule 61533, reject
match rule 66317, permit
match rule 45880, permit
match rule 72585, reject
match rule 27714, reject
match rule 46031, reject
match rule 4501, reject
match rule 89292, reject
match rule 4937, reject
match rule 28753, reject
match rule 46179, reject
match rule 22918, permit
match rule 83035, reject
match rule 19334, permit
